id,name,category,phone,removal_reason,lat,lng,map_link
biz_atlas_1789797270419_zmlj1,Dr Noha Said,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9848194,31.0995433,"https://www.google.com/maps?q=29.9848194,31.0995433"
biz_atlas_1789797267413_hh440,دكتورة حياة حازم,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9802057,31.0967505,"https://www.google.com/maps?q=29.9802057,31.0967505"
biz_atlas_1789797263278_o59e4,Molar clinic,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9820693,31.0971171,"https://www.google.com/maps?q=29.9820693,31.0971171"
biz_atlas_1789797259646_f8mfe,دار الانبا دوماديوس,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9814033,31.092365,"https://www.google.com/maps?q=29.9814033,31.092365"
biz_atlas_1789797250392_7tzrl,الجونه 2 كافيه,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9802352,31.0984577,"https://www.google.com/maps?q=29.9802352,31.0984577"
biz_atlas_1789797246565_g1t8p,اسماك السمسميه للماكولات البحريه,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9881675,31.1031233,"https://www.google.com/maps?q=29.9881675,31.1031233"
biz_atlas_1789797235695_wqf3m,Amr Gheith (RFAROSHYO),مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.985508,31.099262,"https://www.google.com/maps?q=29.985508,31.099262"
biz_atlas_1789797234974_52sw3,بيتزا طرخان كريب,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.984817,31.099696,"https://www.google.com/maps?q=29.984817,31.099696"
biz_atlas_1789797232551_3dihg,المخبز السوداني,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9850671,31.0979506,"https://www.google.com/maps?q=29.9850671,31.0979506"
biz_atlas_1789797230972_qmrzu,قلبظ,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9839766,31.0983027,"https://www.google.com/maps?q=29.9839766,31.0983027"
biz_atlas_1789797227614_lsz6e,بيتزا هاوس,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9837397,31.0984006,"https://www.google.com/maps?q=29.9837397,31.0984006"
biz_atlas_1789797224314_oexwg,Papa John's Pizza,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9830741,31.0997907,"https://www.google.com/maps?q=29.9830741,31.0997907"
biz_atlas_1789797222187_i3t7b,ايبي سوشي Ebi sushi,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.982899,31.0987918,"https://www.google.com/maps?q=29.982899,31.0987918"
biz_atlas_1789797220994_bf1td,ELOMDA Cafe,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9815659,31.0978245,"https://www.google.com/maps?q=29.9815659,31.0978245"
biz_atlas_1789793555555_2yveg,21ه‍,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9691654,31.1064235,"https://www.google.com/maps?q=29.9691654,31.1064235"
biz_atlas_1789793549322_i22y2,الطحان,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9675962,31.1080721,"https://www.google.com/maps?q=29.9675962,31.1080721"
biz_atlas_1789792880316_rngun,رامي خضر رامي خضر,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9815531,31.1010074,"https://www.google.com/maps?q=29.9815531,31.1010074"
biz_atlas_1789792879742_w16rz,علي باقيس الحدائق,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.981964,31.100283,"https://www.google.com/maps?q=29.981964,31.100283"
biz_atlas_1789792874992_jgmf0,Mama princess,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711917,31.1013439,"https://www.google.com/maps?q=29.9711917,31.1013439"
biz_atlas_1789792874289_1zf88,العنود,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711209,31.1015892,"https://www.google.com/maps?q=29.9711209,31.1015892"
biz_atlas_1789792873614_6xdbs,حدائق الاهرام بجوار المتحف المصري الكبير,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9713898,31.1013908,"https://www.google.com/maps?q=29.9713898,31.1013908"
biz_atlas_1789792867019_npcbl,Plc1,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9707295,31.1011587,"https://www.google.com/maps?q=29.9707295,31.1011587"
biz_atlas_1789792865607_wluko,BOGA KHALID,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792864327_9z0q7,CIB Squash Open,أندية وجيم وصالات رياضية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711917,31.1013439,"https://www.google.com/maps?q=29.9711917,31.1013439"
biz_atlas_1789792861679_7nt6j,Ashraf salon,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9805878,31.1020198,"https://www.google.com/maps?q=29.9805878,31.1020198"
biz_atlas_1789792860439_t7woz,Beauty sugar clinic,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9806136,31.1001379,"https://www.google.com/maps?q=29.9806136,31.1001379"
biz_atlas_1789792855837_k13ff,صالون اسكندر للرجال,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9778042,31.0994856,"https://www.google.com/maps?q=29.9778042,31.0994856"
biz_atlas_1789792852781_pf610,موسسة السيف المضلات وسواتر,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792850696_2e1qw,مركز مها البدوي للتجميل,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792849071_9see5,سيد حمزه الزاملي,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792833820_4j4c3,مستشفى تقوى الرحمن,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9770149,31.1008465,"https://www.google.com/maps?q=29.9770149,31.1008465"
biz_atlas_1789792825806_zwtmv,صيدليه شفاء shefaa pharmacy,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792825069_d7ead,heal well clinics,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792823539_zkcbj,صيدليه والي النادي,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792821959_bq8ri,Dr Usama Teama Dental Clicic,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711917,31.1013439,"https://www.google.com/maps?q=29.9711917,31.1013439"
biz_atlas_1789792819995_mg1k5,صيدلية محمد ومي,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711917,31.1013439,"https://www.google.com/maps?q=29.9711917,31.1013439"
biz_atlas_1789792817653_34zdh,مركز /كلثوم للعلاج الطبيعى,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792811730_qqdr5,محمد وائل العالمي,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792810002_82yqx,حايل صدين,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792809294_l4etk,El-Hadba kitchen restaurant & Cafe,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.971151,31.1013542,"https://www.google.com/maps?q=29.971151,31.1013542"
biz_atlas_1789792805559_ryee8,بوخارست 6,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9702962,31.1003725,"https://www.google.com/maps?q=29.9702962,31.1003725"
biz_atlas_1789792797651_nzaxw,مطعم سمسمة للاسماك,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9748947,31.1009743,"https://www.google.com/maps?q=29.9748947,31.1009743"
biz_atlas_1789792777375_zbvkh,Cafe & restaurant Mazag,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9713633,31.1012995,"https://www.google.com/maps?q=29.9713633,31.1012995"
biz_atlas_1789792773542_pdlbt,سمسمة للأسماك البحرية فرع هايبر المعاري,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711917,31.1013439,"https://www.google.com/maps?q=29.9711917,31.1013439"
biz_atlas_1789792355074_5yvur,Spacious 2 bedrooms 1 bath with rooftop minutes to the Pyramids,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9793854,31.1026135,"https://www.google.com/maps?q=29.9793854,31.1026135"
biz_atlas_1789792354369_84901,"""Homestay Near Giza Pyramids - Hadayek El Ahram""",نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9775849,31.1044693,"https://www.google.com/maps?q=29.9775849,31.1044693"
biz_atlas_1789792352017_poya1,Giza hole,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544"
biz_atlas_1789792349980_7eu5w,م. طارق سامى,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9731287,31.1074514,"https://www.google.com/maps?q=29.9731287,31.1074514"
biz_atlas_1789792349254_jd081,المستشار/احمد سيف علوان,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9714736,31.1051213,"https://www.google.com/maps?q=29.9714736,31.1051213"
biz_atlas_1789792338866_myhew,اركبني,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9794267,31.1026694,"https://www.google.com/maps?q=29.9794267,31.1026694"
biz_atlas_1789792337718_t6d3i,صالون أحمد الفرجاني,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9794266,31.1026605,"https://www.google.com/maps?q=29.9794266,31.1026605"
biz_atlas_1789792335810_ezcsj,Salon Abdallah HAN,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9723145,31.1065053,"https://www.google.com/maps?q=29.9723145,31.1065053"
biz_atlas_1789792326485_8kied,Samar A Elrhman,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9733487,31.1059707,"https://www.google.com/maps?q=29.9733487,31.1059707"
biz_atlas_1789792322915_rlioj,Dr emad al dein,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.981051,31.1051097,"https://www.google.com/maps?q=29.981051,31.1051097"
biz_atlas_1789792321622_fk3hm,Dr Mohamed abd al aziz,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9812654,31.1052977,"https://www.google.com/maps?q=29.9812654,31.1052977"
biz_atlas_1789792320944_33skz,عيادة دكتور محمد عبد العزيز أطفال,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.98127,31.1053041,"https://www.google.com/maps?q=29.98127,31.1053041"
biz_atlas_1789792318296_9te3x,عيادة دكتور أحمد الهادى,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9813311,31.104937,"https://www.google.com/maps?q=29.9813311,31.104937"
biz_atlas_1789792316644_tmyc4,Al Salwa Medical Center,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9848574,31.1031848,"https://www.google.com/maps?q=29.9848574,31.1031848"
biz_atlas_1789792314171_dyh3u,صيدلية د سعيد صبحي,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9818302,31.1023289,"https://www.google.com/maps?q=29.9818302,31.1023289"
biz_atlas_1789792300212_ayvnr,mahe maya maynd,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544"
biz_atlas_1789792296298_sv25m,مركز خطوة للعلاج الطبيعي,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711641,31.1046107,"https://www.google.com/maps?q=29.9711641,31.1046107"
biz_atlas_1789792294801_dtqv8,عياده د/ محمد العزب للاسنان وتجميل الفم,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9715687,31.1044878,"https://www.google.com/maps?q=29.9715687,31.1044878"
biz_atlas_1789792290042_2lwnj,د/ مجدى عطااللة,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9734952,31.1062036,"https://www.google.com/maps?q=29.9734952,31.1062036"
biz_atlas_1789792289334_0fesb,دكتور أشرف ابورية,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9711425,31.1058713,"https://www.google.com/maps?q=29.9711425,31.1058713"
biz_atlas_1789792265225_mkmz7,كبابجي الصواف,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544"
biz_atlas_1789792263889_c66c9,كافيه بي مزاج السوداني,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9714678,31.1072919,"https://www.google.com/maps?q=29.9714678,31.1072919"
biz_atlas_1789792260835_z6dt0,مطعم اسمك جمبرينو سي فود,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9713982,31.1048625,"https://www.google.com/maps?q=29.9713982,31.1048625"
biz_atlas_1789792259482_j0dx4,Coffee Mart,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9726186,31.1064426,"https://www.google.com/maps?q=29.9726186,31.1064426"
biz_atlas_1789792126343_s5tq6,CastelNagy pyramids rooms - Deluxe Room (2 Adults + 1 Child),نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9813499,31.1089706,"https://www.google.com/maps?q=29.9813499,31.1089706"
biz_atlas_1789792124031_ioeby,Dar sa7eb sa3ada,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9822085,31.108032,"https://www.google.com/maps?q=29.9822085,31.108032"
biz_atlas_1789792122648_4a8gc,البيت 2,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.980783,31.1064037,"https://www.google.com/maps?q=29.980783,31.1064037"
biz_atlas_1789792121339_ano4m,Modather 38,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9752682,31.1054681,"https://www.google.com/maps?q=29.9752682,31.1054681"
biz_atlas_1789792119311_ou1m9,حدائق الاهرام 76 ج,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9759823,31.1091154,"https://www.google.com/maps?q=29.9759823,31.1091154"
biz_atlas_1789792107158_jr2yb,الديب صالون &صبا,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9756082,31.1077125,"https://www.google.com/maps?q=29.9756082,31.1077125"
biz_atlas_1789792106437_0exoj,مهندس محما سن الفيل,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9762376,31.1056672,"https://www.google.com/maps?q=29.9762376,31.1056672"
biz_atlas_1789792100076_kr1f1,My smile teeth clinic,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9860547,31.1051575,"https://www.google.com/maps?q=29.9860547,31.1051575"
biz_atlas_1789792098816_73n7c,Prime dental clinic,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9845844,31.1069416,"https://www.google.com/maps?q=29.9845844,31.1069416"
biz_atlas_1789792083661_y580k,Essam dental clinic,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9808475,31.1069948,"https://www.google.com/maps?q=29.9808475,31.1069948"
biz_atlas_1789792081756_48yjc,Dr Alfy pharmacy,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9794898,31.1061102,"https://www.google.com/maps?q=29.9794898,31.1061102"
biz_atlas_1789792074395_ju4ow,معامل المختبر - معامل مؤمنة كامل - Al Mokhtabar Labs,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931"
biz_atlas_1789792059932_s77uu,مخبوزات زغطوط / الثروة المعدنية,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.980949,31.1091855,"https://www.google.com/maps?q=29.980949,31.1091855"
biz_atlas_1789792058070_mfmtg,Exit seven,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.983188,31.1083636,"https://www.google.com/maps?q=29.983188,31.1083636"
biz_atlas_1789791851143_p162i,CastelNagy pyramids rooms,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9812922,31.1092762,"https://www.google.com/maps?q=29.9812922,31.1092762"
biz_atlas_1789791850506_fdaqm,Pyramids Gardens、Al Haram 1,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9768949,31.1092326,"https://www.google.com/maps?q=29.9768949,31.1092326"
biz_atlas_1789791849256_0ebhd,Troy Gym,أندية وجيم وصالات رياضية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.98443,31.1122526,"https://www.google.com/maps?q=29.98443,31.1122526"
biz_atlas_1789791844925_t2z63,Dr maysa esmail,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9792008,31.1106362,"https://www.google.com/maps?q=29.9792008,31.1106362"
biz_atlas_1789791825256_9pi85,دينت سمايل dr raed,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.977576,31.111848,"https://www.google.com/maps?q=29.977576,31.111848"
biz_atlas_1789791821739_bu9mw,مركز حدائق الاهرام الطبى للنسا والتوليد والعقم,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9784445,31.1111681,"https://www.google.com/maps?q=29.9784445,31.1111681"
biz_atlas_1789791811078_xmf4s,أبو أنس الدمشقي,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.982805,31.1084288,"https://www.google.com/maps?q=29.982805,31.1084288"
biz_atlas_1789784903905_j3oio,Mohammed Sadiq home,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9833387,31.1140588,"https://www.google.com/maps?q=29.9833387,31.1140588"
biz_atlas_1789784903329_9ai5x,صالون خالد للرجال,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9891895,31.1129208,"https://www.google.com/maps?q=29.9891895,31.1129208"
biz_atlas_1789784582781_hmzsq,The green khan,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9912167,31.1286392,"https://www.google.com/maps?q=29.9912167,31.1286392"
biz_atlas_1789784582496_z0hu5,The PALACE,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9912167,31.1286392,"https://www.google.com/maps?q=29.9912167,31.1286392"
biz_atlas_1789784582106_6mqeg,Villa Sela Gem - Double Room,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9901104,31.1295395,"https://www.google.com/maps?q=29.9901104,31.1295395"
biz_atlas_1789784581883_d3dhp,Luxurious House at the Pyramids,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9910107,31.128889,"https://www.google.com/maps?q=29.9910107,31.128889"
biz_atlas_1789784581623_6sm7k,Bafana Pyramids Hotel & Spa,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9914111,31.1277989,"https://www.google.com/maps?q=29.9914111,31.1277989"
biz_atlas_1789784581123_buts0,cairo pulse stays,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9911704,31.1285423,"https://www.google.com/maps?q=29.9911704,31.1285423"
biz_atlas_1789784580326_z5lcq,Omar emam,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9911704,31.1285424,"https://www.google.com/maps?q=29.9911704,31.1285424"
biz_atlas_1789784580076_bee3z,Dr Sayed Wassel,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9911704,31.1285424,"https://www.google.com/maps?q=29.9911704,31.1285424"
biz_atlas_1789784579821_n9sxi,126 W Building,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9911704,31.1285424,"https://www.google.com/maps?q=29.9911704,31.1285424"
biz_atlas_1789784579543_u2ugx,The pharonic House,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9907443,31.1286994,"https://www.google.com/maps?q=29.9907443,31.1286994"
biz_atlas_1789784579295_q86ym,قاعات قصر الاميرات,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9916262,31.1269495,"https://www.google.com/maps?q=29.9916262,31.1269495"
biz_atlas_1789784579024_hbdtw,فندق جيم بلازا,أندية وجيم وصالات رياضية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9902381,31.1304749,"https://www.google.com/maps?q=29.9902381,31.1304749"
biz_atlas_1789784578169_zqpbu,حدائق الاهرام,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9904594,31.1164894,"https://www.google.com/maps?q=29.9904594,31.1164894"
biz_atlas_1789784577946_krewh,Mia Bella salon,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9909939,31.1301165,"https://www.google.com/maps?q=29.9909939,31.1301165"
biz_atlas_1789784577670_3iigt,مساج ميرال - Massage,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9891236,31.1299485,"https://www.google.com/maps?q=29.9891236,31.1299485"
biz_atlas_1789784577416_ztv9q,صالون عبدة ياسر abdo yaser salon,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9906712,31.1292966,"https://www.google.com/maps?q=29.9906712,31.1292966"
biz_atlas_1789784577176_suofv,Timma,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9906417,31.1293182,"https://www.google.com/maps?q=29.9906417,31.1293182"
biz_atlas_1789784576895_kfuer,كركتر,صالونات ومراكز تجميل وعناية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9906701,31.1292945,"https://www.google.com/maps?q=29.9906701,31.1292945"
