id,name,category,phone,lat,lng,google_maps_link,reason_for_removal,kept_original_id
biz_atlas_1789776054011_a7694,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789776053708_hldpq,ابوعوف لمستلزمات البيت و ست البيت,نشاط تجاري وخدمي,02 33791690,29.9781581,31.1096312,"https://www.google.com/maps?q=29.9781581,31.1096312",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496548_3vcij],biz_atlas_1789777496548_3vcij
biz_atlas_1789777461238_bn5mi,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789777364607_ee1dm,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789777270388_0qvu1,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789777227966_74gu8,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789776109286_z8odl,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789776075007_uzhpe,سيتى كلينك للخدمات الطبية,عيادات ومراكز طبية وصيدليات,01000000000,29.9750109,31.1092931,"https://www.google.com/maps?q=29.9750109,31.1092931",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496449_bfqi7],biz_atlas_1789777496449_bfqi7
biz_atlas_1789777461338_if05g,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777370987_b58lj,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777275086_hc7vy,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777229980_9iufx,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777196286_sueth,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777152218_twerc,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777113233_fh9g5,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777072023_zw7zh,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777023732_udeko,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789776112162_0dg1h,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789776075921_7v4be,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789776053430_h5vfx,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789775966701_bun8j,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789775935144_7bg2b,Remaya,كافيهات ومقاهي ومشروبات,01000000000,29.9802262,31.1161217,"https://www.google.com/maps?q=29.9802262,31.1161217",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496352_ggyat],biz_atlas_1789777496352_ggyat
biz_atlas_1789777460825_skik6,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777424207_6846h,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777370851_og7hz,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777274849_3dyas,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777229894_4v1bc,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777196185_t8x6g,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777152101_ghuv4,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777113142_1cvkc,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777071936_90lcq,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777023568_n60mo,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789776112049_c6n0i,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789776075833_xlpcl,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789776053152_ubs5i,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789775966622_d1okj,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789775935031_r16dj,بنزينة وطنية,نشاط تجاري وخدمي,01000000000,29.9801784,31.1161432,"https://www.google.com/maps?q=29.9801784,31.1161432",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496247_nd99g],biz_atlas_1789777496247_nd99g
biz_atlas_1789777462045_1cq4w,Konouz Egypt Replica Treasures,سوبرماركت ومحلات تجارة وتجزئة,01000000000,29.9724632,31.1196916,"https://www.google.com/maps?q=29.9724632,31.1196916",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777495891_3zwx3],biz_atlas_1789777495891_3zwx3
biz_atlas_1789777367223_8e1m0,الهرم المريوطيه عروبه,نشاط تجاري وخدمي,01000000000,29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493347_g5e5r],biz_atlas_1789777493347_g5e5r
biz_atlas_1789777271310_obr7m,الهرم المريوطيه عروبه,نشاط تجاري وخدمي,01000000000,29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493347_g5e5r],biz_atlas_1789777493347_g5e5r
biz_atlas_1789776110472_o8shm,الهرم المريوطيه عروبه,نشاط تجاري وخدمي,01000000000,29.97163,31.1137544,"https://www.google.com/maps?q=29.97163,31.1137544",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493347_g5e5r],biz_atlas_1789777493347_g5e5r
biz_atlas_1789777460205_z0imk,X-Fitness GYM,أندية وجيم وصالات رياضية,01000000000,29.9717674,31.108426,"https://www.google.com/maps?q=29.9717674,31.108426",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493256_prmeq],biz_atlas_1789777493256_prmeq
biz_atlas_1789774832908_z0a1h,X-Fitness GYM,أندية وجيم وصالات رياضية,01000000000,29.9717674,31.108426,"https://www.google.com/maps?q=29.9717674,31.108426",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493256_prmeq],biz_atlas_1789777493256_prmeq
biz_atlas_1789777461634_d7lev,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789777424939_9rooc,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789777365280_dctej,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789777270652_i4vj8,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789777228162_iu87z,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789776109762_v4q4s,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789776075561_you46,Animal Health Care company,عيادات ومراكز طبية وصيدليات,01000000000,29.9735924,31.1091822,"https://www.google.com/maps?q=29.9735924,31.1091822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777493155_3smim],biz_atlas_1789777493155_3smim
biz_atlas_1789776055140_eim0q,Respect Egypt Tours,نشاط تجاري وخدمي,012 48849992,29.9786631,31.1163371,"https://www.google.com/maps?q=29.9786631,31.1163371",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777467068_srddg],biz_atlas_1789777467068_srddg
biz_atlas_1789775937880_21h9c,أكاديمية ياسر يحيى – تعليم قيادة السيارات (الهرم),مدارس وحضانات ومراكز تعليمية,012 01777765,29.9864264,31.1210735,"https://www.google.com/maps?q=29.9864264,31.1210735",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777466128_pylt0],biz_atlas_1789777466128_pylt0
biz_atlas_1789770813096_0e021,"Ladurée Khufu, Giza Pyramids",متجر الكعك,012 04799912,29.9783725,31.1247271,"https://www.google.com/maps?q=29.9783725,31.1247271",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777466011_ope78],biz_atlas_1789777466011_ope78
biz_atlas_1789777430615_q8pxj,حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9817614,31.1052223,"https://www.google.com/maps?q=29.9817614,31.1052223",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463897_jaxhj],biz_atlas_1789777463897_jaxhj
biz_atlas_1789777369388_7wf6g,حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9817614,31.1052223,"https://www.google.com/maps?q=29.9817614,31.1052223",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463897_jaxhj],biz_atlas_1789777463897_jaxhj
biz_atlas_1789777273189_26fuu,حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9817614,31.1052223,"https://www.google.com/maps?q=29.9817614,31.1052223",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463897_jaxhj],biz_atlas_1789777463897_jaxhj
biz_atlas_1789776111254_y37eg,حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9817614,31.1052223,"https://www.google.com/maps?q=29.9817614,31.1052223",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463897_jaxhj],biz_atlas_1789777463897_jaxhj
biz_atlas_1789777428110_xzyli,مركز عباد الرحمن الطبي الهضبة,عيادات ومراكز طبية وصيدليات,01000000000,29.9787176,31.1005214,"https://www.google.com/maps?q=29.9787176,31.1005214",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463662_86kkr],biz_atlas_1789777463662_86kkr
biz_atlas_1789777422473_zuz4b,We _ فرع حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9808689,31.1031254,"https://www.google.com/maps?q=29.9808689,31.1031254",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463557_nhv65],biz_atlas_1789777463557_nhv65
biz_atlas_1789777369284_v1jaz,We _ فرع حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9808689,31.1031254,"https://www.google.com/maps?q=29.9808689,31.1031254",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463557_nhv65],biz_atlas_1789777463557_nhv65
biz_atlas_1789777273110_eq42u,We _ فرع حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9808689,31.1031254,"https://www.google.com/maps?q=29.9808689,31.1031254",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463557_nhv65],biz_atlas_1789777463557_nhv65
biz_atlas_1789776111155_ivaaj,We _ فرع حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9808689,31.1031254,"https://www.google.com/maps?q=29.9808689,31.1031254",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777463557_nhv65],biz_atlas_1789777463557_nhv65
biz_atlas_1789777364711_vtsee,Rustic Cafe,كافيهات ومقاهي ومشروبات,01000000000,29.972966,31.1075822,"https://www.google.com/maps?q=29.972966,31.1075822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777461535_tqdmn],biz_atlas_1789777461535_tqdmn
biz_atlas_1789777270469_gr1w8,Rustic Cafe,كافيهات ومقاهي ومشروبات,01000000000,29.972966,31.1075822,"https://www.google.com/maps?q=29.972966,31.1075822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777461535_tqdmn],biz_atlas_1789777461535_tqdmn
biz_atlas_1789776109382_mpjnc,Rustic Cafe,كافيهات ومقاهي ومشروبات,01000000000,29.972966,31.1075822,"https://www.google.com/maps?q=29.972966,31.1075822",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777461535_tqdmn],biz_atlas_1789777461535_tqdmn
biz_atlas_1789770812840_yaji9,مطعم خوفو,مطعم,010 80058888,29.9783323,31.1242706,"https://www.google.com/maps?q=29.9783323,31.1242706",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777460727_6x6ux],biz_atlas_1789777460727_6x6ux
biz_atlas_1789776074915_yp83f,دكان البنا,نشاط تجاري وخدمي,015 50155150,29.9760759,31.1056897,"https://www.google.com/maps?q=29.9760759,31.1056897",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777459455_8ytv7],biz_atlas_1789777459455_8ytv7
biz_gplaces_1789531521278_r94gu,مقهي الف ليلة وليلة ٢,كافيه / مقهى وكوفي شوب,011 48306228,29.9683207,31.1018352,"https://www.google.com/maps?q=29.9683207,31.1018352",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777459299_v62zp],biz_atlas_1789777459299_v62zp
biz_atlas_1789777421999_tqn4e,بنك مصر,نشاط تجاري وخدمي,01000000000,29.9689999,31.1002984,"https://www.google.com/maps?q=29.9689999,31.1002984",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777459200_mv1vi],biz_atlas_1789777459200_mv1vi
biz_gplaces_1789531458279_i7xbl,حدائق الشام,مطعم / مأكولات ومشويات,011 11603234,29.964413,31.1076874,"https://www.google.com/maps?q=29.964413,31.1076874",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777459092_sm7xw],biz_atlas_1789777459092_sm7xw
biz_atlas_1789777424088_r6ox2,مركز زوار الأهرامات,نشاط تجاري وخدمي,01000000000,29.9655453,31.1133879,"https://www.google.com/maps?q=29.9655453,31.1133879",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777458951_bbjb5],biz_atlas_1789777458951_bbjb5
biz_gplaces_1789532271862_hhjwe,El Gendy Shoes & Bags,محل أحذية وشنط وجلود,010 00008350,29.9801416,31.1097755,"https://www.google.com/maps?q=29.9801416,31.1097755",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777432742_jgi2w],biz_atlas_1789777432742_jgi2w
biz_atlas_1789775934929_u67cd,مصر اللغات,مدارس وحضانات ومراكز تعليمية,02 33760170,29.9806058,31.119622,"https://www.google.com/maps?q=29.9806058,31.119622",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777430482_867k7],biz_atlas_1789777430482_867k7
biz_atlas_1789776111344_o4f2d,البيت الرياضي فرع حدائق الأهرام,سوبرماركت ومحلات تجارة وتجزئة,011 52045986,29.9807308,31.1033139,"https://www.google.com/maps?q=29.9807308,31.1033139",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777428655_02w9u],biz_atlas_1789777428655_02w9u
biz_gplaces_1789206187345_khqmq,أسماك المرشدى,مطعم / مأكولات ومشويات,010 17888807,29.9837394,31.0983987,"https://www.google.com/maps?q=29.9837394,31.0983987",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777427974_d6ulz],biz_atlas_1789777427974_d6ulz
biz_gplaces_1789206235511_3fbln,جملة ماركت,سوبر ماركت / هايبر وبقالة,03 4702803,29.9827196,31.0996855,"https://www.google.com/maps?q=29.9827196,31.0996855",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777427407_be2ff],biz_atlas_1789777427407_be2ff
biz_atlas_1789776111434_iuea7,صيدلية حازم - Hazem pharmacy,عيادات ومراكز طبية وصيدليات,012 22477007,29.9812682,31.1054226,"https://www.google.com/maps?q=29.9812682,31.1054226",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777424793_luet4],biz_atlas_1789777424793_luet4
biz_gplaces_1789206197652_ut9ys,مطعم وكافيه هوانا,مطعم / مأكولات ومشويات,010 66505665,29.9694633,31.1024,"https://www.google.com/maps?q=29.9694633,31.1024",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777424598_8glma],biz_atlas_1789777424598_8glma
biz_gplaces_1789196383765_gw6ci,كافية و بلايستيشن الخان,كافيه / مقهى وكوفي شوب,011 56441140,29.9790777,31.0991202,"https://www.google.com/maps?q=29.9790777,31.0991202",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777422624_d1jrs],biz_atlas_1789777422624_d1jrs
biz_gplaces_1789206235374_7h63g,اكسبشن ماركت,سوبر ماركت / هايبر وبقالة,010 28055600,29.9803924,31.0969352,"https://www.google.com/maps?q=29.9803924,31.0969352",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777422313_erlfh],biz_atlas_1789777422313_erlfh
biz_atlas_1789776110974_jxun5,Buffalo Burger - Hadayek El Ahram,مطاعم ومأكولات ومخابز,0219914,29.9812832,31.1058247,"https://www.google.com/maps?q=29.9812832,31.1058247",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777421819_ft291],biz_atlas_1789777421819_ft291
biz_gplaces_1789206256929_umcot,Sparta Gym,جيم وصالة لياقة بدنية (Fitness),010 95155111,29.9812411,31.1009511,"https://www.google.com/maps?q=29.9812411,31.1009511",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777421736_p7jo2],biz_atlas_1789777421736_p7jo2
biz_gplaces_1789057620841_ieexa,Ahram Mall,نشاط تجاري / خدمي آخر,02 33921907,29.969952,31.0996938,"https://www.google.com/maps?q=29.969952,31.0996938",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777421355_wt7k2],biz_atlas_1789777421355_wt7k2
biz_atlas_1789777276434_wbd4g,صالون رزق صبحي,كافيهات ومقاهي ومشروبات,01000000000,29.9830078,31.1129621,"https://www.google.com/maps?q=29.9830078,31.1129621",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777372318_amb09],biz_atlas_1789777372318_amb09
biz_atlas_1789776055835_ktzg1,أكاديمية كابتن محمد مبروك لتعليم القياده,مدارس وحضانات ومراكز تعليمية,010 33636869,29.9829042,31.1134771,"https://www.google.com/maps?q=29.9829042,31.1134771",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777372151_mxz7d],biz_atlas_1789777372151_mxz7d
biz_atlas_1789777275977_13ei6,ماركت ومكتبة نفرتيتي لخدمات ومستلزمات التجنيد,سوبرماركت ومحلات تجارة وتجزئة,01000000000,29.9824105,31.1142256,"https://www.google.com/maps?q=29.9824105,31.1142256",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777371990_3txp9],biz_atlas_1789777371990_3txp9
